,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
504,Data Scientist,-1,"Job Type: Full-time

Pay: $100,000.00 - $120,000.00 per year

We are looking for a talented Data Scientist to help drive our businesses forward. The Data Science team represents a niche division of our Analytics department tasked with solving our most complex quantitative, statistical, and data-oriented problems. This role will use a powerful blend of business acumen, analytics, mathematics, programming, and modeling to provide strategic recommendations, insights, and products across a diverse set of business areas and industries.

This is supporting the NSF and requires the ability to obtain a public trust.

JOB RESPONSIBILITIES:
Powered by JazzHR",4.2,"Latitude, Inc.
4.2","Alexandria, VA",1 to 50 Employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1
505,Data Scientist,-1,"Job Description: Sr. Data Scientist

XOR Security is currently seeking several talented Data Scientists to support an Agency-level Advanced Cyber Analytics team. This program provides targeted threat monitoring and response capabilities requiring analysts to have advanced levels of experience in security event monitoring, incident response, malware analysis and reverse engineering, cyber intelligence, insider threat, penetration testing, and fusion analysis. The positions will focus on the development of analytics and case management tools from inception to operations. The selected Data Scientist will employ mathematical and statistical modeling approaches to a wide range of problems within the cyber domain. Data analysis is aimed at allowing analyst and senior leaders to make actionable decisions. The ideal candidate will need to define problems, build models, and perform analysis to identify alternatives and recommendations to maximize operational efficiency. Create visualizations that tell a story to clearly explain results of analysis describing complex mathematical methods, applications, and results to the client and teammates from technical and non-technical disciplines.

Washington, D.C.



offers a very competitive benefits package including health insurance coverage from the first day of employment, 401k with a vested company match, vacation and supplemental insurance benefits.

is an Equal Opportunity Employer (EOE). M/F/D/V.


Applicants selected may be subject to a government security investigation and must meet eligibility requirements - US CITIZENSHIP and Top SECRET CLEARANCE REQUIRED.",4.5,"XOR Security
4.5","Washington, DC",1 to 50 Employees,Company - Public,IT Services,Information Technology,$1 to $5 million (USD),-1
506,Data Scientist,-1,"Overview:
The Data Scientist provides data analysis and model building in collaboration with and in support of senior Data Scientists in the Product and Pricing Strategy Group. Will support the pricing strategy team by analyzing vast amounts of raw data to find patterns and help to build models that will help improve profitability, our customers’ experience, improve processes, and mitigate risks. Will utilize skills as a Data Scientist to extract valuable business insights, and make real-time predictions to improve the profitability of our business or how our business operates.
Job Description:
Work with manager and senior team members to understand the business problem and the objectives.
Support project leads to identify valuable data sources, and work with our IT team to collect such data
Ideal Candidate will have the following::",4.2,"PennyMac
4.2","Westlake Village, Los Angeles, CA",5001 to 10000 Employees,2008,Company - Public,Lending,Finance,$2 to $5 billion (USD)
507,System Engineer/Data Modeler,-1,"******Multiple Positions open with years of experience ranging from 5-20 yrs******
****REQUIRED: Candidate must have an active TS/SCI Full Scope Polygraph Clearance****
Enterprise Architect SE4
-A Bachelor’s degree in Computer Science, Electrical Engineering, Systems Engineering, or a related discipline and at least 10 years of systems engineering experience. A Master’s or PhD Degree may be substituted for two years of experience. Note: a High School Diploma or GED plus 14 years of systems engineering experience would also be acceptable.",Analytix,Strategic Analytix,"Fort Meade, MD",1 to 50 Employees,Company - Public,Financial Analytics & Research,Finance,Less than $1 million (USD),-1
508,Marketing Automation Data Analyst,$61K - $112K (Glassdoor est.),"We are a company of passionate individuals striving to improve healthcare and patient experiences. Our evidence-based medical content and software tools empower both payers and providers to make the best decisions for patients. Our work makes a difference in the quality of care that hundreds of thousands of patients receive each day and we're proud of our positive impact.

We are looking for a Marketing Automation Data Analyst to join our dynamic team in Seattle, WA. Come be a part of a great company, proven by our average rating on Glassdoor of 4.7. You will help optimize our marketing tech stack and ensure efficient data flow between marketing systems, maintain database quality, support lead attribution initiatives, and develop dashboards and reports that clearly speak actionable insights. This person reports to the Director of Marketing and will collaborate across Marketing and Sales to drive growth, operational excellence, and ensure we're measuring effectiveness throughout the customer journey.

We embrace diversity and equal opportunity, and are committed to building a team that represents a variety of backgrounds, perspectives, and skills. It is only with diverse thoughts and ideas that we'll be able to create the change we want in healthcare. The more inclusive we are, the better our work will be for it.",4.7,"MCG Health
4.7","Seattle, WA",201 to 500 Employees,1988,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
509,Data Scientist,$69K - $116K (Glassdoor est.),"Do you want to join a fast-growing, dynamic company working on the latest technology contracts across the country?

ISPA Technology is that company. We have been listed 4 years in a row on the Inc. 5000 Fastest Growing Companies. We offer a great company culture, competitive salary & bonus potential, a superior benefits package, and much more!
Job Description:
Seeking a Data Scientist to support United States Special Operations Command (USSOCOM) and the Intelligence Community (IC)

Solve complex data problems, discovering fresh insights and delivering data to the user that is timely and establishes unparalleled trust and confidence in the data and services of our customers.",4.9,"ISPA Technology
4.9","Panama City Beach, FL",51 to 200 Employees,2003,Company - Private,$1 to $5 million (USD),-1,-1
510,Research Scientist / Engineer – Wireless Communications & Machine Learning,$66K - $135K (Glassdoor est.),"You are highly encouraged to apply if you are excited about latest technologies in wireless communications, networking, and machine learning; interested in performing research studies and applying them into applications throughout the software stack and hardware platforms. The candidate should have strong analytical and coding skills, be passionate about understanding how things work, and want to solve complex problems.

JOB DUTIES
Perform R&D in wireless communications, networks, and machine learning.
Develop protocols and prototypes in current and emerging R&D areas such as 5G, 6G, cognitive radio, software-defined radio, MIMO, Radio Access Network, CORE, network optimization, mmWave and THz communications, wireless security, RF fingerprinting, edge computing, Internet of Things, machine learning, deep learning, reinforcement learning, federated learning, and adversarial machine learning.",3.7,"Intelligent Automation
3.7","Rockville, MD",51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD)
511,Data Scientist,-1,"The Live Ops Analytics Team is adding a talented Data Scientist. As part of the team, your mission is to put science into decision making. Year one responsibilities include:
Proactively perform data exploration to understand player behavior and identify opportunities for improving in-game features
Partner with cross functional teams to prioritize areas of opportunity to drive engagement and monetization, and enable easier experimentation
Develop novel analytics to qualitatively deduce and draw conclusions from player behavioral data that directly influences game design, play balance, retention of our live titles
Partner with studio and engineering teams to ensure smooth and timely instrumentation of gameplay and mtx measures",3.4,"Activision
3.4","Foster City, CA",1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Games,Media,$500 million to $1 billion (USD)
512,Data Scientist,-1,"Data Scientist at Viaduct


About Us

At Viaduct, we are developing an end-to-end machine learning platform to empower automakers to build safer, more intelligent, and personalized vehicles. Our platform increases the accessibility and actionability of connected vehicle data for automakers and their partners and end-customers. We are a diverse team motivated to solve the hardest problems in the automotive industry.

Who You Are

You are a thoughtful data scientist; living by engineering principles and practices. You are end-to-end from ideation to implementation to productionization. You care about delivering real life impact through data science. You are excited by opportunities to build new algorithms and metrics that turn data science into actionable business and technology insights.

Expected Skills
About the Role

Day 5
Day 30
Day 90",5.0,"Viaduct
5.0","Menlo Park, CA",1 to 50 Employees,Company - Private,Less than $1 million (USD),-1,-1,-1
513,Psychometrics and Quantitative Research Consultants,$33K - $76K (Glassdoor est.),"The Language Assessment Division of the Center for Applied Linguistics has occasional need for qualified consultants to work with the Psychometrics and Quantatitive Research team. We accept CVs from professionals with Master’s degrees in statistics or other fields with strong quantitative content, or with PhDs in educational measurement. We also accept CVs from PhD candidates.

Consultants may be tasked with completing analyses, replicating analyses for quality control purposes, or supporting the production of technical reports.

Essential skills include experience producing analyses in a professional setting using SPSS and R. Desired skills also include experience with Rasch analysis and DIF analysis. Experience with language assessment is also a plus.

Application Process
CAL will add your information to our files and contact you as consulting opportunities arise that meet your qualifications.

For any additional questions or comments, please contact us at jobs@cal.org.",2.8,"Center for Applied Linguistics
2.8","Washington, DC",51 to 200 Employees,Company - Private,Social Assistance,Non-Profit,$10 to $25 million (USD),-1
514,HIV/AIDS Research Data Analyst,$55K - $71K (Glassdoor est.),"The HIV/AIDS Research Data Analyst will analyze data from surveys and from client databases, manage survey fieldwork, and provide support for Clinical Quality Management projects in HIV/AIDS service delivery, working with a team of skilled and experienced health service researchers providing research and evaluation support to the Ryan White Part A/MAI Program in Miami-Dade County, Florida. Applicants from Miami-Dade County and other South Florida environs are strongly preferred.
About BSR:
Behavioral Science Research provides research and data analytic support for the Miami-Dade Ryan White program. The Research Data Analyst will dive deeply into a large-scale patient database from a population of 9,500+ clients in care, as well as client satisfaction survey data, and data from QI projects managed by 18 providers of case management, medical care and pharmacy services. The basis for the raw patient data is the Provide Enterprise client information system. Data from Provide are immediately put to use improving client services. Located in Coral Gables, Florida, BSR combines academic research rigor with real-world research applications.",Corporation,Behavioral Science Research Corporation,"Coral Gables, FL",-1,-1,-1,-1,-1,-1
515,Data Scientist,-1,"About Extend
Extend is modernizing the $100 billion-per year extended warranty and protection plan industry with new cutting-edge technology and top-notch customer servicing. With a $40M Series B round of funding, we are ready to continue scaling our organization.
Our API-first solution allows any merchant to offer extended warranties and protection plans, both online and offline, while also providing a merchant's end customers with a vastly improved and modern support experience that eliminates many of the issues customers face today with legacy underwriters.
We are a venture-backed startup based in downtown San Francisco (and since COVID began, fully remotely) that is headed by founders who have previously led multiple successful exits. Extend is simplifying the technology stack for the extended warranty industry in the same ways that Stripe did for online payments and Affirm did for consumer point-of-sale financing.",4.0,"Extend
4.0","San Francisco, CA",Unknown,Company - Private,Less than $1 million (USD),-1,-1,-1
516,Data Scientist - Nationwide Opportunities,$83K - $134K (Glassdoor est.),"Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the worlds AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, wed like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.


Major responsibilities include:
· Assist customers by being able to deliver a ML project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models with concept-drift monitoring and retraining to deliver business impact to the organization
· Use AWS AI services (e.g., Personalize), ML platforms (SageMaker), and frameworks (e.g., MXNet, TensorFlow, PyTorch, SparkML, scikit-learn) to help our customers build ML models
· Research and implement novel ML approaches, including hardware optimizations on platforms such as AWS Inferentia
· Work with our other Professional Services consultants (Big Data, IoT, HPC) to analyze, extract, normalize, and label relevant data, and with our Professional Services engineers to operationalize customers models after they are prototyped



· Bachelors degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
· Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
· 4+ years of industry experience in predictive modeling, data science, and analysis
· Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models
· Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
· Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
· Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations



· Masters degree of PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)
· Ability to develop strategic, baselined, data modeling processes; ability to accurately determine cause-and-effect relationships.
· Publications or presentations in recognized ML journals or conferences
· Deep technical skills, consulting experience, and business savvy to interface with all levels and disciplines within our customers organization
· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.


Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.


For employees based in Colorado, this position starts at $114,700 per year. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered.",3.8,"Amazon
3.8","Chicago, IL",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
517,Data Scientist,-1,"Responsibilities

• Make recommendations regarding the collection, extraction, and transformation of large data sets
• Interpret data and analyze results
• Translate analytical insights into clear recommendations; identify trends and patterns to inform business decisions and product design
• Leverage Python to analyze complex data
• Design and develop customized interactive reports and dashboards in Tableau; schedule in Tableau Server
• Define and develop a data migration strategy between different products and platforms
• Develop creative ways to identify and use data that significantly impact key business metrics
• Assess the potential usefulness and validity of new data sources
• Utilize statistical approaches to build predictive models
• Mentor other team members/ analysts to grow their skills and careers",4.7,"Colsh Consultants
4.7","Santa Clara, CA",Unknown,2005,Unknown,IT Services,Information Technology,Unknown / Non-Applicable
518,"Data Scientist, Analytics and Insights",$112K - $186K (Glassdoor est.),"Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!



We are seeking a Data Scientist to join the Adobe Stock Analytics and Insights team! Our team is in charge of supporting data driven decision making within Stock BU and supporting various teams ranging from leadership, strategy, product dev, product marketing, gtm and content team in taking data driven decisions.

You will play a key role within the team, collaborating with various teams within Stock and Adobe to accelerate the growth of for Stock. Additionally, over time you will also lead the growing Data Science initiative within Stock Analytics team and partner with various cross-functional teams to build predictive models aimed at driving customer centricity to be even higher.

Are you ready to accept this challenge?

At Adobe, you will be immersed in an exceptional work environment that is recognized throughout the world on Best Companies lists. You will also be surrounded by colleagues who are committed to helping each other grow through our outstanding Check-In approach where ongoing feedback flows freely.

If you’re looking to make an impact, Adobe's the place for you. Discover what our employees are saying about their career experiences on the Adobe Life blog and explore the meaningful benefits we offer.

Adobe is an equal opportunity employer. We welcome and encourage diversity in the workplace regardless of race, gender, religion, age, sexual orientation, gender identity, disability or veteran status.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",4.4,"Adobe
4.4","San Francisco, CA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
519,Data Scientist,-1,"Altice USA is a cutting-edge communications, media, and tech company. We connect people to what matters most to them; texting with friends, advertising that resonates, or binge watching their favorite show. Our differentiated approach centers around technologies that push the envelope and deliver the ultimate customer experience. We're building a workforce that attracts and retains the best talent, not only to meet the needs of our customers, but that also reflects the diverse communities we serve. We're not the only ones who have seen it; we've recently been recognized by Forbes as one of America's Best Employers as well as by the Human Rights Campaign, DiversityInc Magazine, and Cablefax for our diversity & inclusion program.
Responsibilities
Join Altice USA's Data Science team to deliver AI as a service across various teams involving marketing science, survey statistics, and advanced geospatial, content, network and customer relationship analytics. A successful candidate is curious, a self-learner, and can clearly communicate sophisticated concepts and results.",2.9,"Altice
2.9","Long Island City, NY",10000+ Employees,Company - Public,Less than $1 million (USD),-1,-1,-1
520,Data Scientist,-1,"ERPi is proud to support the Joint Artificial Intelligence Center (JAIC)'s Support Services program. This program is enabling JAIC to lead the management and implementation of AI across DoD.
In support of this effort, ERPi is searching for an experienced Data Scientist. The Data Scientist will:
Designs, configures, develops, tests, and supports informatics and data science solutions for a wide array of technical use case
Applies analytical methodologies to diagnose data-related challenges, implement solutions, and evaluate performance
Documents and presents requirements, design alternatives, and findings to team members and clients",3.8,"ERPI
3.8","Arlington, VA",51 to 200 Employees,2001,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
521,(Sr.) Data Analyst -,$60K - $102K (Glassdoor est.),"Wednesday, August 5, 2020

Merrick Bank is a top-25 credit card issuer and merchant acquirer in the VISA/MasterCard networks, and a major recreational vehicle lender.
The Bank is a Utah Financial Institution and a member of the FDIC.

At
Merrick Bank, we specialize in credit programs that assist people looking to
build or rebuild their credit. We are FDIC insured and recognized as a top-20
issuer of Visa® cards. In total, we proudly serve over 2.4 million cardholders
and have extended over $5.3 billion in credit.

Our
Mission is to make a positive difference in the lives of our customers, our
employees, and our community. We work hard to create a work environment that
empowers our associates to grow, learn, and reach their potential.

This
position is responsible for running multiple monthly processes, extracting
data, maintaining/updating analytical files and data sources, producing ad-hoc
reports and working with the new accounts analytical team. The candidate will improve current processes
through automation, streamlining, and general improvement of the process. Further this candidate will be responsible
for time-sensitive processes requiring audits that involve other departments
and will require being able to explain month to month changes in the audit
reports. This candidate will work
closely with other analysts in the group to assist them in their role through
education of data sources and providing data when needed. Previous experience with large datasets using
R, SQL, or SAS is desired, particularly updating and maintaining
databases. Previous experience with
quality assurance or business intelligence reporting is also useful –
particularly using Shiny or R.



·
Bachelor's degree in a field related to the following skill
set is required. A Master’s degree is
preferred.

·
Expertise with SQL and some familiarity with programming
(SAS being ideal) is required.

·
Knowledge of R, Python, Java script, Shiny, Html, or CSS are
desired.

·
A firm understanding of data manipulation and extraction is
necessary.



·
Experience with Docker, and Git would is desirable.

·
Experience working with databases is desirable. We are currently using PostgreSQL.

·
Any experience with BI tools such as Shiny (R) or Dash
(python), or writing automated reports with LaTeX is desirable.

·
Experience finding issues with data is desirable.

·
Experience in the banking industry, specifically in credit
cards is desirable.



·
Monthly process.

·
Prospect selection process and audit.

·
Quality assurance of data processes.

·
Improving the current data environment and making it faster,
and easier to access.

·
Documenting all data and processes the department develops
and utilizes.

·
Effective written and verbal communication skills.

·
Work effectively both individually and in a collaborative
manner with a team.

·
Compliance with Laws & Regulations:

·
Responsible for complying with all of the Bank’s internal
control policies and procedures.

·
Responsible for understanding and complying with all laws
and regulations to which the Bank is subject.

·
Responsible for communicating problems in operations,
noncompliance with the code of conduct, noncompliance with laws and regulations,
policy violations, or illegal acts.



Competitive salary (DOE)

Benefits package


Match

Short & Long Term Disability

Group Life and AD&D
Insurance

Paid Vacation, Holidays,
and Personal Days

Employee Events,
including Employee Appreciation Day, Holiday Party, etc.

Tuition Reimbursement
Program

Candidates must have unrestricted authority to work in the
United States without sponsorship.

Merrick Bank is an equal opportunity employer. We
evaluate qualified applicants
without regard to race, color, religion, sex, national origin, disability,
veteran status, and other legally protected characteristic. The EEO is
the
Law poster is available here: http://www1.eeoc.gov/employers/poster.cfm",3.8,"Merrick Bank
3.8","South Jordan, UT",201 to 500 Employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable
522,"Data Scientist, Apple Pay Analytics - Austin",-1,"Posted: Oct 29, 2020
Role Number:200189417
We are looking for a talented, passionate and results-oriented individual to join our team and craft the future of Apple Pay. You are analytically skilled and have strong business acumen. You will be a thought partner to the product and business teams, understand their goals and then use your analytical power to surface actionable insights in support of these goals. Our culture is about getting things done iteratively and rapidly, with open feedback and debate along the way; we believe analytics is a team sport, but we strive for independent decision-making and taking smart risks.
Key Qualifications
5+ years of recent experience in an advanced data analytics role. Prior experience working on driving customer experience improvements is highly desired",4.3,"Apple
4.3","Austin, TX",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
523,"Data Scientist, Game / Social Analytics",$113K - $180K (Glassdoor est.),"Do you want to help connect people all over the world, and work on a team building the next generation of planet scale AR games? We're looking for hardworking people to help our company become more data focused; folks with the ability to be dedicated, thorough, and independent while working in a dynamic, fast-paced environment.

Responsibilities
You will work with a team of hard-working analytics, data science professionals, and cross-functional teams to identify business opportunities, optimize product performance or go to market strategy.
You will analyze large-scale structured and unstructured data; develop deep-dive analysis and models to drive player value.


Niantic is the world's leading AR technology company, sparking creative and engaging journeys in the real world. Our products inspire outdoor exploration, exercise, and meaningful social interaction.

Originally formed at Google in 2011, we became an independent company in 2015 with a strong group of investors including Nintendo, The Pokémon Company, and Alsop Louie Partners. Our current titles include pioneering global-control game Ingress, record-breaking AR game Pokémon GO, and recently released third title, Harry Potter: Wizards Unite.

Niantic is an Equal Opportunity and Affirmative Action employer. We believe that cultivating a workplace where our people are supported and included is essential to creating great products our community will love. Our mission emphasizes seeking and hiring diverse voices, including those who are traditionally underrepresented in the technology industry, and we consider this to be one of the most important values we hold close.

We're a hard-working, fun, and exciting group who value intellectual curiosity and a passion for problem-solving! We have growing offices located in San Francisco, Sunnyvale, Bellevue, Los Angeles, Tokyo, Hamburg, and Zurich.",3.5,"Niantic
3.5","San Francisco, CA",501 to 1000 Employees,2011,Company - Private,Video Games,Media,Unknown / Non-Applicable
524,Data Scientist,-1,"The Opportunity
As a Data Scientist at LifeBell AI, you'll be responsible for developing and validating novel machine learning approaches for early prediction of sepsis and other clinical conditions. You'll work closely with our CTO, CSO, data science core, and engineering teams. You'll join a tight-knit group that values collaboration, continuous improvement, and solving challenging technical and product problems in an emerging space. Plus, we like to have fun along the way.
About Us
LifeBell AI creates intelligent software that saves lives by harnessing the latest advances in machine learning, analytics, and sensor technologies across healthcare. We're a fast-growing, fully funded, Atlanta-based technology startup, with both local and remote employees.",5.0,"LifeBell AI
5.0",Georgia,1 to 50 Employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
525,Computer Vision / Machine Learning Engineer,-1,"Description
Job Description:
The Algorithm Development Engineer will be involved in the development of computer vision, image processing, and machine learning algorithms for several of our real-time airport x‑ray baggage scanning products. The candidate will be working on algorithms for 2-d and 3-d volumetric x‑ray detection of explosives (and other prohibited items) in passenger baggage leading to official TSA and EU certification testing. We have thousands of scanners in daily operation around the world on which your algorithms will be deployed and in daily operation.
Primary Responsibilities:
Ineligible
Yes, 25%
None
No
40
Day
Professional
Signal Processing Engineering",3.8,"Leidos
3.8","Tewksbury, MA",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
526,Data Scientist - Analytics,$159K - $190K (Glassdoor est.),"Wealthfront is the leader in the vision to deliver financial optimization and automation to everyone. Data and its proper use is crucial to that vision and the data science team plays a fundamental role in understanding and interpreting those data sources.

The Wealthfront data science team creates data products to deliver optimized and personalized financial advice, develops best in class investment algorithms, and analyzes our rich financial and behavioral data to make key business decisions. The team draws from a variety of backgrounds in Computer Science & Engineering, Statistics, Economics, Math, Operations Research, and Financial Engineering. We derive strength from this diversity and are constantly learning and teaching each other in a down-to-earth and dynamic environment. We are neither too big where you would be just another cog in the system, nor are we too small that none of our efforts can be realized.

We are seeking an analytics data scientist to join the Wealthfront data science team. The primary responsibility of this role is to provide statistical and machine learning expertise to either the growth or marketing areas of the company. Your focus will span topics related to a/b experimentation, dashboarding/visualizations, and model building with an emphasis on interpretability and actionable insights. The ideal candidate will interface with the areas and address their business needs while maintaining the rigors of a sound technical analysis.",4.4,"Wealthfront
4.4","Palo Alto, CA",51 to 200 Employees,2011,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
527,Data Scientist,-1,"Data Scientist

Location: Atlanta, GA or US Remote

About Infor

Infor delivers end-to-end ERP and strategic edge applications that are integrated and delivered in a multi-tenant cloud. We believe that customers need industry-specific solutions and that one size does not fit all.

We are proud to serve more than 68,000 companies worldwide. Infor is a standalone subsidiary of Koch Industries, Inc., which has annual revenues of over $110 billion.

For more information visit www.infor.com

nfor cision nalytics and cience (IDeAS) team is responsible for setting the innovation strategy at Infor. We are a diverse, well-integrated, and customer-focused team of data scientists, data engineers, solution architects, application developers, and product managers with an ambitious vision to enable enterprise Machine Learning (ML) for all Infor customers across multiple industries and segments.

The data scientists in IDeAS are the brain behind every data-driven decision analytics. As a data scientist, you will design, create and operationalize large scale predictive and prescriptive analytics to solve business problems in demand forecasting, network and inventory optimization, anomaly detection and predictive maintenance using IoT data, price recommendation, media and image analytics, employee attrition, and customer churn, etc. A successful candidate is expected to have an in-depth knowledge of the most common machine learning and optimization techniques and their applications.

The data scientist role isnt about building scientific models only. It also involves collaborating with engineering, product management, application development, and our customers to deliver solutions that realize business benefits. As a data scientist, you will play a central role in the teams success and hold the key to deliver significant value to our customers.




Preferred Qualifications


Our Guiding Principles set the standard for how we work with one another. They define who we are as an organization and guide everything we do. By applying the same shared values that unleash prosperity in free societiessuch as value creation, integrity, responsibility, free speech, and tolerationwe encourage one another to take initiative and to challenge the status quo.

We have a relentless commitment to a culture based on a business philosophy called Market Based Management® (MBM®). Informed by the principles that allow a free and open society to flourish, MBM® prepares individuals to innovate, improve, and transform while fostering a healthy, growing organization that creates long-term value for its clients and supporters and fulfillment for its employees.

Infor does not discriminate in employment opportunities or practices on the basis of race, color, creed, religion, sex, gender identity or expression, sexual orientation, national origin, genetics, disability, marital status, age, veteran status, protected veterans, military service obligation, citizenship status, individuals with disabilities, or any other characteristic protected by law applicable to the state in which you work. If you have a disability under the Americans with Disabilities Act or similar law, and you wish to discuss potential accommodations related to applying for employment at our company, please contact Human Resources at 470-548-7173 and/or ADAAA@infor.com.

Applicants to and employees of most United States private employers, state and local governments, educational institutions, employment agencies and labor organizations are protected under Federal law from discrimination. For additional information please see EEO is the Law poster, the EEO Supplemental as well as the Statement of Policy. If you would like to view a copy of the companys affirmative action plan or policy statement, please email us.hrprograms@infor.com.",3.9,"Infor
3.9",Remote,10000+ Employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
528,Data Scientist,$131K - $146K (Glassdoor est.),"Zynga is a leading developer of the world’s most popular social games, played by tens of millions of people around the world each day. To-date, more than 1 billion people have played our games across Web and mobile, including FarmVille, Zynga Poker, Words With Friends, Harry Potter: Puzzles & Spells, Merge Dragons!, Empires & Puzzles, Hit it Rich! Slots, Toy and Toon Blast, and CSR Racing.

The Marketing Analytics team has been charged with supporting audience growth functions across our portfolio. We utilize the vast amount of internal and third-party data available to provide reporting, tooling, and automation solutions that elevate the various functions in Zynga’s Marketing organization. Our roadmap has one purpose: to expand Zynga's ability to reach new audiences.

As a data scientist, you will use your machine-learning expertise to capitalize on some of our most ambitious opportunities. Predicting LTV’s, optimizing spend allocation across titles and networks, building publisher recommendation engines, and automating ad sentiment evaluation through computer vision and AI are only a small sample of possible projects for which you could be asked to design and implement solutions. The demands on this team are constantly evolving with the needs of Zynga’s dynamic marketing teams, so it is important that you be able to adapt and utilize your time efficiently.




Zynga is an equal opportunity employer. We are proud of our diverse community; we do not discriminate on the basis of race, sex, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, medical condition, disability, or any other class or characteristic protected by applicable law. We welcome candidates, players, employees, and partners from all backgrounds. Join us!

Zynga will consider for employment all qualified applicants with criminal histories in a manner consistent with applicable law.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",4.3,"Zynga
4.3","Austin, TX",1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD)
