,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark,aws,excel,job_simp,seniority,desc_len
210,Energy Data Scientist,$61K - $104K (Glassdoor est.),"Are you excited at the prospect of unlocking the secrets held by data and enabling the visualization of new insights? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? Do you have an interest or background in developing cutting-edge energy, resilience, and critical infrastructure solutions? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities.
As a data scientist, you can turn these complex data sets into useful information to solve global challenges related to power, fuels, water, and critical infrastructure. We have an opportunity for you to use your analytical skills to improve our business. You’ll work closely with your customer to understand their questions and needs, then dig into their data-rich environment to find the pieces of their information puzzle. You’ll apply analytical skills and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help clients make informed decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it. Join us as we use data science for good in consulting.
#LI-AH1, APC1, ID13-G",4.2,"Booz Allen Hamilton
4.2","Arlington, VA",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),0,0,61,104,82.5,Booz Allen Hamilton,VA,106,0,0,0,0,0,data scientist,na,1282
211,Principal Data Scientist,$104K - $170K (Glassdoor est.),"National Funding seeks a high-level data scientist to work closely with business stakeholders to understand its data and models through a statistical lens. This is a unique opportunity to shape future business and credit analysis models at one of the nation's leading lenders. As Principal Data Scientist you will understand model performance by creating an evaluation framework that can be applied across the organization. An experience in running regression studies will help you track performance of existing and new models both before deploying to, and while in, production. Ability to successfully traverse Python frameworks (pandas, numpy, jupyter notebooks) is a key to this role as is having a working knowledge of SQL. The principal data scientist will lead efforts to execute a new analytic vision by collaborating to assess and develop new analytic opportunities. This role will provide key strategic insights and shape initiatives for the company that have a high impact within the organization.
Responsibility:",3.3,"National Funding
3.3","San Diego, CA",201 to 500 Employees,1999,Company - Private,Lending,Finance,Unknown / Non-Applicable,0,0,104,170,137.0,National Funding,CA,21,1,0,0,0,0,data scientist,senior,1023
212,Clinical Data Scientist (PhD or PharmD Required),$40K - $69K (Glassdoor est.),"Overview

DRT Strategies delivers expert management consulting and information technology (IT) solutions to large federal agencies, the U.S. Navy, state and local government and commercial clients in health care, technology, and the financial services industries.

The three letters of our name, DRT, stand for Driving Resolutions Together, which is the core philosophy on which the company was founded. That is, we collaborate with our clients to solve their most pressing IT challenges - together.

We are problem solvers dedicated to your success, combining Fortune 500 experience with small business responsiveness. We have established a reputation with our clients as a forward-thinking consulting firm with demonstrated success in implementing solutions that lead to meaningful results. Our world-class consultants unite people to work collaboratively to achieve project goals and make your vision a reality.



This project will support the Office of New Drugs within FDAs Center for Drug Evaluation and Research (CDER). Specifically, this project will support ONDs Integrated Review for Drug Marketing Applications program by providing comprehensive safety data analyses for new drug applications (NDAs) and biologics license applications (BLAs) in collaboration with clinical reviewers.



The Clinical Data Scientist position interacts with many FDA stakeholders across several Offices and Centers specifically with clinical reviewers (Medical Officers) and statistical reviewers. This role will be responsible for reviewing safety data sufficiency and integrity, conducting safety data analyses, verifying safety data submitted by the applicant, and generating high-quality scientific reports.

Presently, due to the COVID-19 pandemic, DRT employees are teleworking from home and leveraging video conferencing along with other virtual productivity tools. During normal circumstances, the requirement of this position is to be onsite, however, DRT has not yet determined when employees will be required to return to their workspaces. Please be aware that at the time a date is determined, the requirement of this position will be to report to the worksite.

DRT Strategies, Inc. (DRT) celebrates diversity and is proud to provide Equal Employment Opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, genetics, disability, or protected veteran status. In addition to federal law requirements, DRT complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities.

Powered by JazzHR",3.3,"DRT Strategies, Inc.
3.3","Silver Spring, MD",201 to 500 Employees,2004,Company - Private,Federal Agencies,Government,$50 to $100 million (USD),0,0,40,69,54.5,"DRT Strategies, Inc.",MD,16,0,0,0,1,0,data scientist,na,2687
213,Data Scientist,$108K - $174K (Glassdoor est.),"In this role, your primary responsibility will be to partner with key stakeholders and lead the development of an analytics program to support and enable the continued growth critical to Facebook's Data Center organization. As we plan to grow our Data Center organization, we need to leverage data to drive decisions and introduce automation, predictability & optimization to allow us to operate efficiently and reliably at scale. You will be responsible for creating end to end analytics programs, from data sourcing to surfacing insights and driving action, for various aspects of Facebook's global data center operations. You will also help translate data and identify efficiency opportunities. You will be expected to use data to provide meaningful recommendations and actionable strategies to key stakeholders, and develop best practices, including streamlining of data sources and related programmatic initiatives. The ideal candidate will have a passion for working in white space and creating impact from the ground up in a fast-paced environment. Additionally, you will have a proven track record of thought leadership and impact in developing similar analytics and metrics-based programs.",4.3,"Facebook
4.3","Fremont, CA",10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),0,0,108,174,141.0,Facebook,CA,16,0,0,0,0,0,data scientist,na,1198
214,Data Scientist (Optimization Team),$87K - $144K (Glassdoor est.),"Company Description
Epsilon is the leader in outcome-based marketing. We enable marketing that’s built on proof, not promises. Through Epsilon PeopleCloud, the marketing platform for personalizing consumer journeys with performance transparency, Epsilon helps marketers anticipate, activate and prove measurable business outcomes. Powered by CORE ID®, the most accurate and stable identity management platform representing 200+ million people, Epsilon’s award-winning data and technology is rooted in privacy by design and underpinned by powerful AI. With more than 50 years of experience in personalization and performance working with the world’s top brands, agencies and publishers, Epsilon is a trusted partner leading CRM, digital media, loyalty and email programs. Positioned at the core of Publicis Groupe, Epsilon is a global company with over 8,000 employees in over 40 offices around the world. For more information, visit epsilon.com. Follow us on Twitter at @EpsilonMktg.",3.6,"Epsilon
3.6","Chicago, IL",5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),0,0,87,144,115.5,Epsilon,IL,51,0,0,0,0,0,data scientist,na,983
215,Data Scientist,$91K - $110K (Glassdoor est.),"Primary Location: 6305 Peachtree Dunwoody Rd, Atlanta, GA, USA
Division: Cox Communications Inc
Job Level: Individual Contributor
Travel: No
Schedule: Full-time
Shift: Day Job
Requisition Number: 211885
Cox Communications is looking for a Data Scientist to join the Interaction Health team within the Analytics Center of Excellence. This role will be responsible for building advanced analytics solutions. The Data Scientist is required to have strong skills in advanced analytics algorithms, tools, and technologies to drive solution development at scale.",4.0,"Cox Communications Inc
4.0","Atlanta, GA",,1962,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),0,0,91,110,100.5,Cox Communications Inc,GA,58,0,0,0,0,1,data scientist,na,556
216,Data & Integration Engineer,$67K - $100K (Glassdoor est.),"Exceed the expectations of our residential mortgage borrowers & business partners through superior service, simple processes, and effective communications.

We deliver on this mission by empowering our employees by encouraging and recognizing superior performance and innovative solutions, by promoting teamwork and divisional cooperation.",3.7,"NewRez
3.7","Fort Washington, PA",1001 to 5000 Employees,2018,Company - Public,Lending,Finance,$500 million to $1 billion (USD),0,0,67,100,83.5,NewRez,PA,2,0,0,0,0,0,na,na,339
217,Sr. Data Scientist,$197K - $209K (Glassdoor est.),"Company Overview:
ABOUT OPORTUN

Based in Silicon Valley, Oportun (Nasdaq:OPRT) is dedicated to financial inclusion for the estimated 100 million people in the U.S. who are shut out of the financial mainstream because they don’t have a credit score or have been mis-scored by a traditional credit bureau. As a Community Development Financial Institution (CDFI), Oportun’s mission is to provide inclusive, affordable financial services that empower its customers to build a better future.

Since our first loan in 2006, Oportun has made over 3.8 million loans totaling over $9 billion to customers across 12 states. Oportun’s customers have saved an estimated $1.7 billion in interest and fees compared to the alternatives typically available to them. Oportun has helped more than 860,000 people establish a credit history for the first time.


Overview:

Responsibilities:
Qualifications:",4.0,"Oportun Inc
4.0","San Carlos, CA",1001 to 5000 Employees,2005,Company - Public,Lending,Finance,Unknown / Non-Applicable,0,0,197,209,203.0,Oportun Inc,CA,15,0,0,0,0,0,data scientist,senior,888
218,Data Scientist,$75K - $121K (Glassdoor est.),"Company Description
Verisk is a leading data analytics provider serving customers in insurance, energy and specialized markets, and financial services. Using advanced technologies to collect and analyze billions of records, Verisk draws on unique data assets and deep domain expertise to provide first-to-market innovations integrated into customer workflows. We’ve been delivering predictive analytics and decision support solutions to our customers for nearly 50 years, helping them protect people, property, and financial assets. At Verisk, you’ll be part of an organization that’s committed to serving the long-term interests of our stakeholders, including the communities where we operate.
At Verisk, you can build an exciting career with meaningful work; create a positive and lasting impact on the business; and find the support, coaching, and training you need to advance your career. Our culture of innovation means your ideas on how to improve our business will be heard. As key contributors to our success, our team members enjoy working in a business-casual, collaborative environment that offers state-of-the-art resources, advanced technologies, and an excellent benefits package",4.5,"PowerAdvocate
4.5","Boston, MA",51 to 200 Employees,1999,Company - Public,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,0,0,75,121,98.0,PowerAdvocate,MA,21,0,0,0,1,1,data scientist,na,1193
219,Supply Chain - Data Science Consultant,$64K - $123K (Glassdoor est.),"We are:
Applied Intelligence, the people who love using data to tell a story. We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. A great day for us? Solving big problems using the latest tech, serious brain power, and deep knowledge of just about every industry. We believe a mix of data, analytics, automation, and responsible AI can do almost anything—spark digital metamorphoses, widen the range of what humans can do, and breathe life into smart products and services. Want to join our crew of sharp analytical minds? Visit us here to find out more about Applied Intelligence.
You are:
A data expert with serious analytical and statistical chops. You know how to take massive amounts of data and find the insights our clients need to help their companies do more.",4.0,"Accenture
4.0","New York, NY",10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),0,0,64,123,93.5,Accenture,NY,31,0,0,1,0,0,na,na,828
220,Data Scientist,$75K - $105K (Glassdoor est.),"Job Description
We're looking for an advanced mathematician who has the ability to think in entirely new ways. This person should be excited to solve complex problems by applying the combination of a deep mathematics background with intuition and the feedback of experts in the field.
The successful mathematician at Event Dynamic will utilize strong problem-solving skills, significant programming experience, and business analytics to solve real-world dynamic pricing problems at scale. This role will be highly involved in the development of the core AI-driven pricing product and will be expected to make key business decisions on complex real-world problems. This position will interface with the subject matter experts and machine learning team to communicate business impacts of technical decisions.
Job Responsibilities",-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1,-1,-1,-1,0,0,75,105,90.0,Event Dynamic,TX,-1,0,0,0,0,0,data scientist,na,827
221,Data Engineer- Hadoop,$70K - $122K (Glassdoor est.),"Location and Travel : Minneapolis – MN

This role is not able to offer visa transfer or sponsorship now or in the future*
Roles and Responsibilities:
Designing and coding Hadoop applications to analyze data collections.

Creating data processing frameworks.
Implement and support various components of the Hadoop ecosystem
Monitor Hadoop cluster connectivity and performance
Ability to work with Senior Enterprise Architects to develop a Big Data platform
Work closely with infrastructure, network, database, business intelligence and application teams to ensure business applications are readily available and performing within agreed upon service levels

Bachelor’s degree in Software Engineering or Computer Science.

Cognizant is committed to veteran and military communities. Cognizant has been often recognized as a military friendly employer and is a coalition member of the Veteran Jobs Mission. Our business resource group Veterans Network assists our military associates in building and growing a career at Cognizant that allows them to demonstrate the leadership, loyalty, integrity, and commitment to excellence.

CTSH) is a leading provider of information technology, consulting, and business process outsourcing services, dedicated to helping the world's leading companies build stronger businesses. Headquartered in Teaneck, New Jersey (U.S.). Cognizant is a member of the NASDAQ-100, the S&P 500, the Forbes Global 1000, and the Fortune 500, and we are among the top performing and fastest growing companies in the world.

Our strength is built on our ability to work together. Our diverse backgrounds offer different perspectives and new ways of thinking. It encourages lively discussions, inspires thought leadership, and helps us build better solutions for our clients. We want someone who thrives in this setting and is encouraged to craft significant solutions through true teamwork.

IND123

#CB

msja

Full Time Employee
Day Job
No
Mar 22 2021

CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 194 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @USJobsCognizant.

Cognizant is recognized as a Military Friendly Employer and is a coalition member of the Veteran Jobs Mission. Our Cognizant Veterans Network assists Veterans in building and growing a career at Cognizant that allows them to leverage the leadership, loyalty, integrity, and commitment to excellence instilled in them through participation in military service.
Cognizant is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law.
If you have a disability that requires a reasonable accommodation to search for a job opening or submit an application, please email CareersNA2@cognizant.com with your request and contact information.",3.7,"Cognizant Technology Solutions
3.7","Minneapolis, MN",10000+ Employees,1994,Company - Public,Consulting,Business Services,$10+ billion (USD),0,0,70,122,96.0,Cognizant Technology Solutions,MN,26,0,0,0,0,1,data engineer,na,3360
222,Data Scientist I,$86K - $110K (Glassdoor est.),"People come to work at Parallel Wireless because we are building the future of telecom. They stay, because they are challenged and driven by an incredible product and team. We take pride in our commitment to employee development, and our culture fosters an atmosphere of empowerment, trust, respect, and communication. Learn more about our mission, vision and values.

A new technology paradigm is emerging in ORAN cellular networks architecture, intelligent core, and smart edge. Parallel Wireless, an Open RAN leader, taking AI/ML model development and implementation to the next level. In the AI/data science team you will play a key role in developing AI/ML models, apply latest machine learning, deep learning, and predictive algorithms to train, tune hyperparameters developing smart control agents. Identify new use cases and patterns to develop train models that can operate under different scenarios, near real-time to standard mode. You demonstrate performing tasks independently; support large-scale data science initiatives in our global teams partnering with experts; stay current with latest research and technology; communicate complex concepts with the stakeholders from different disciplines. Demonstrate ability to work independently and perform duties as requested by the team.",3.5,"Parallel Wireless
3.5","Nashua, NH",501 to 1000 Employees,2012,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,0,0,86,110,98.0,Parallel Wireless,NH,8,0,0,0,0,0,data scientist,na,1296
223,"Synthetic chemistry pharmaceutical research scientists, Groton, CT",$91K - $100K (Glassdoor est.),"SYNTHETIC CHEMIST RESEARCH POSITIONS: Avisyn seeks PhD or highly experienced MSc-level synthetic chemists with experience in heterocycle, organometallic, and related pharmaceutical organic chemistry synthesis.
Required qualifications
· PhD or highly qualified MSc with 3-5 years industrial experience in synthetic chemistry.
· Experience in traditional and contemporary organic synthesis techniques.
· Familiarity with a wide range of techniques and reaction types such as low temperature reactions, inert atmosphere, metal-catalyzed cross coupling, hydrogenation, etc.
· Capable of independently evaluating synthetic routes and proactive troubleshooting.",-1.0,Avisyn Pharma,"Groton, CT",-1,-1,-1,-1,-1,-1,0,0,91,100,95.5,Avisyn Pharma,CT,-1,0,0,0,0,0,na,na,655
224,Sr. Lead Data Scientist,$79K - $127K (Glassdoor est.),"Overview:
As a Supply Chain Sr. Lead Data Scientist, you will be responsible for leading technically complex role-specific project work as a part of a larger cross-functional team in support of one or more lines of business. Sr. Lead Data Scientists typically analyze data and develop or apply statistical methods, machine learning models, algorithms, and infrastructure on projects that are technically complex, requiring a working knowledge of components of machine learning and statistical model development, algorithm design, and compute architecture. They must be able to quickly develop mastery of new subject-matter across any line of business for which they have responsibility. Our Sr. Lead Data Scientists typically work with wide latitude for action or decisions on outcomes for projects that are typically more complex or cross-functional in nature. They may represent Supply Chain in external conversations and may assist with the selection or oversight of outside vendor partners. Successful candidates for this role must have strong analytical and research skills, a strong understanding of statistics and statistical modeling, a working understanding of modern machine learning and its mathematical underpinnings, and they must have strong programming skills with SQL, R and/or Python. They will need to be fast learners with a keen eye for detail, systems thinking, and process design. They must be team players who work steadfastly to create impactful change. This is a professional track role.


Responsibilities:
Minimum Qualifications:
Preferred Qualifications:
Minimum Years of Experience: 3 Travel Requirements: 10% Required Level of Education: Bachelor's Degree Preferred Level of Education: Masters Degree Major/Concentration: Quantitative or Technical Degree Program Minimum GPA (4.0 Scale): 3.2",4.0,"Chick-fil-A, Inc.
4.0","Atlanta, GA",5001 to 10000 Employees,1946,Company - Private,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$5 to $10 billion (USD),0,0,79,127,103.0,"Chick-fil-A, Inc.",GA,74,1,0,0,0,0,data scientist,senior,1821
225,Data Scientist - Oncology Infusion Program (Information Services & Technology),$68K - $114K (Glassdoor est.),"The Data Scientist will be expected to design analysis plans, manage data acquisition and data management and perform analyses to answer business questions employing a data-driven strategy to decision-making and improvement for the Oncology Service Line
Also supports the department by delivering a wide range of analytic projects.works with different types of data, including EMR/EHR data, claims data, consumer data, operation and HR data, education data and etc. Also provides analytic consulting support outcome and quality research, population health, clinical and academic research, internal clinical and operational decision support initiatives. The scientist is charged with data processing, data mining, statistical modeling, analysis, extracting insights and problem solving.
ESSENTIAL FUNCTIONS:
Performs data processing and manipulation, data analysis, coding and programming using SAS, R or other tools. Develops and tests models",3.9,"Jefferson - Center City, Philadelphia, PA
3.9","Philadelphia, PA",5001 to 10000 Employees,1817,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),0,0,68,114,91.0,"Jefferson - Center City, Philadelphia, PA",PA,203,0,0,0,0,0,data scientist,na,942
226,Fixed Income Quantitative Researcher: Derivatives Relative Value Group,$117K - $223K (Glassdoor est.),"Two Sigma is a financial sciences company, combining data analysis, invention, and rigorous inquiry to help solve the toughest challenges in investment management, insurance technology, securities, private equity, and venture capital.

Our team of scientists, technologists, and academics looks beyond the traditional to develop creative solutions to some of the world’s most complex economic problems.

We are looking for a quantitative researcher with an excellent background in interest rate markets, statistical techniques and data analysis to join the Derivatives and Relative Value team. In this role, you will navigate the full research process and apply a rigorous scientific approach to design sophisticated investment models for trading interest rates and their derivatives in a variety of global markets.

You will take on the following responsibilities:",4.5,"Two Sigma
4.5","New York, NY",1001 to 5000 Employees,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,0,0,117,223,170.0,Two Sigma,NY,19,0,0,0,0,1,na,na,865
227,"Machine Learning Engineer, Senior",$83K - $145K (Glassdoor est.),"Process data and information at massive scale with machine learning technologies. Apply advanced consulting and extensive technical expertise. Develop innovative solutions to complex problems. Work without considerable direction. Mentor and supervise team members.
Basic Qualifications:
Experience as a machine learning engineer
Knowledge of machine learning operations and design
Ability to implement machine learning algorithms implemented into operational systems and deployed to production environments
Ability to train optimize, integrate, and reinforce machine learning algorithms
#LI-AH1, APC4, ID16-G",4.2,"Booz Allen Hamilton
4.2","Orlando, FL",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),0,0,83,145,114.0,Booz Allen Hamilton,FL,106,0,0,0,0,0,mle,senior,608
228,Program Finance & Data Analyst,$44K - $79K (Glassdoor est.),"IFAW seeks a Program Financial and Data Analyst to join Program Operations. This position reports to the Director of Program Operations and performs a variety of responsibilities, specialized duties, both assigned and self-led, with a technical focus. The Program Financial and Data Analyst plays a key oversight role and supports the Program Operations Director and Programs department through provision of financial perspectives and analysis to inform Programmatic performance and support strategic business decisions. This role will proactively work cross-functionally to support project teams across all of IFAW’s programs globally with financial management guidance, monitoring and analysis to facilitate achievement of our institutional mission and programmatic objectives.
Currently, this position will report remotely. Post COVID, it will be based at IFAW’s International Headquarters in Washington D.C. with the potential for partial remote work over time, but will not be fully remote.",2.8,"The International Fund for Animal Welfare
2.8","Washington, DC",201 to 500 Employees,1969,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),0,0,44,79,61.5,The International Fund for Animal Welfare,DC,51,0,0,0,0,0,analyst,na,995
229,Data Engineer,$47K - $52K (Glassdoor est.),"Data Engineer (Business Intelligence)
The Data Engineer will be responsible for implementing, vetting, and supporting new and existing solutions for ZFL’s data ecosystem. This individual will use industry-known ETL/ELT tools along with best practices to properly build designed data structures and ETL/ELT processes that provide valuable information based upon what data is available. He or she will have a thorough understanding of data storage, transfer, and reporting technologies and their capabilities. There will be a focus on providing data that can be consumed by various reporting and business intelligence tools throughout the organization to support strategic initiatives. The candidate will need to be comfortable with engaging different areas of the business to gather requirements, evaluate circumstances, and produce results under the guidance of a data architect.
ESSENTIAL JOB FUNCTIONS",-1.0,Zaxbys Franchising LLC,"Athens, GA",-1,-1,-1,-1,-1,-1,0,0,47,52,49.5,Zaxbys Franchising LLC,GA,-1,0,0,0,0,0,data engineer,na,903
230,Data Scientist,$38K - $77K (Glassdoor est.),"Position Summary:
Domo is changing the way Executives manage their business. Pivotal within the most innovative business management platform. As a Data Scientist at Domo, you will help implement the applicable big data systems and help create and implement algorithms in relevant statistical inference.
Team Culture:
Work – Are you someone who has ideas and will stop at nothing until those ideas are made a reality?

Fight – Domo looks for individuals who can drive their own ideas forward and who can also support the initiatives within their team.",4.5,"Domo, Inc.
4.5","American Fork, UT",501 to 1000 Employees,2010,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,38,77,57.5,"Domo, Inc.",UT,10,0,0,0,0,0,data scientist,na,550
231,Data Scientist II,$63K - $105K (Glassdoor est.),"SUMMARY: A data scientist is someone who can obtain, scrub, explore and analyze available information to create valuable data for users. Data scientists In this Corporate role, you'll support all SNC Business Areas by owning, maintaining, and improving the suite of Corporate Operations reports in Power BI. You will become the lead subject matter expert on a wide range of data sets and reporting capabilities, and it will be your responsibility to use that expertise, along with your ability to effectively collaborate with representatives from the various SNC Business Areas, to provide better and more impactful reporting capabilities. This is an opportunity to contribute deeply and meaningfully to the growth and success of a great organization, helping to build out and integrate reporting functionality across a number of key manufacturing planning and execution systems.
Core Responsibilities:
Own, maintain, and improve the Corporate Operations suite of Power BI reports; study protocol development, design and layout, and data management
Estimated Starting Salary Range: $88,499.72 - $121,687.12",3.8,"Sierra Nevada Corporation
3.8","Louisville, CO",1001 to 5000 Employees,1963,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,0,63,105,84.0,Sierra Nevada Corporation,CO,57,0,0,0,0,0,data scientist,na,1106
232,"Data Scientist, Consultant",$91K - $147K (Glassdoor est.),"Overview

Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.

Responsibilities

Our consultants on the Advanced Analytics & Intelligent Automation team help clients maximize the value of their data and automate business processes. This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data visualization and dashboarding, to predictive analytics, machine learning, and artificial intelligence as well as robotic process automation (RPA). Our services enable our clients to define their information strategy, enable mission critical insights and data-driven decision making, reduce cost and complexity, increase trust, and improve operational effectiveness.",3.7,"Guidehouse
3.7","Washington, DC",5001 to 10000 Employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,0,0,91,147,119.0,Guidehouse,DC,2,0,0,0,0,0,data scientist,na,947
233,Data Scientist,$102K - $163K (Glassdoor est.),"Data Scientist

The Data Science team works closely with our product, customer success, and sales teams; we work to make sure teams are asking the right questions and then find those answers. Our data informs us of the impact we are having on the world, and our team is crucial to architecting and building our data infrastructure. We also design and use data analysis tools that increase our data's scalability, accuracy, and accessibility. We understand our company's goals and proactively inform their direction with data so that our product can help more teams do great things.

As a Data Scientist at Asana, you'll help us ask the right questions and answer them rigorously. You'll work closely with our Product and Business teams to understand their goals and proactively inform their direction with data. You'll keep taking on new responsibilities as you grow—from defining core metrics to building machine learning models and keeping the data flowing in our pipelines.",4.8,"Asana
4.8","San Francisco, CA",1001 to 5000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,102,163,132.5,Asana,CA,12,0,0,0,0,0,data scientist,na,976
234,Data Engineer,$106K - $168K (Glassdoor est.),"MISO manages the electricity superhighway in the Central U.S. Through the use of groundbreaking research and advanced technology, our highly skilled employees ensure power flows reliably to 42 million Americans. Operating the electricity grid, running a robust energy market, planning for a bright future – it’s what our immensely talented and dedicated team does every day. At MISO, we are proud to offer #workfromhome options to our employees, and we offer a comprehensive benefits package available on your first day of employment. #hiring
Do you enjoy developing software solutions allowing data to be shared across an organization? Do you have experience developing solutions where systems use APIs to talk to each other and share data? If so, we’d like to know about you! MISO is hiring a Data Engineer to take MISO to the next level on how we manage and share data across this very rich, data-driven organization.",3.8,"MIDCONTINENT INDEPENDENT SYSTEM OPERATOR INC
3.8","Carmel, IN",501 to 1000 Employees,1998,Nonprofit Organization,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,0,0,106,168,137.0,MIDCONTINENT INDEPENDENT SYSTEM OPERATOR INC,IN,22,0,0,0,0,0,data engineer,na,920
235,Lead Analytics Data Engineer (Remote) - Data Science & Risk,$50K - $99K (Glassdoor est.),"Job Description:
As a Lead Analytics Data Engineer (Remote) - Data Science & Risk, you will support our data scientists and risk team by building stable data pipelines. You will form part of the analytics engineering organization responsible for enabling innovation through data exploration.
This role can be performed remotely anywhere in the US or from one of our office locations in Draper, UT or Glendale, AZ.

THE DETAILS
You will be at the forefront of this rapidly evolving field and working closely with other specialists in the data & analytics space (Data Analysts, Data Scientists, and DataOps Engineers). Most importantly, you’ll be part of a team that forms the backbone of a fast-growing company at the forefront of an exciting, growing industry.",4.2,"Progressive Leasing
4.2","Draper, UT",1001 to 5000 Employees,1999,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),0,0,50,99,74.5,Progressive Leasing,UT,21,0,0,0,0,0,data engineer,senior,760
236,"Acoustic Signal Processing Engineer - Data Scientist, Machine Learning",$65K - $93K (Glassdoor est.),"Position Description
Are you passionate about acoustic anti-submarine warfare?
Do you want to work on impactful projects which set new standards of performance?
If so, Signal Systems Corporation wants you on our team.
We are searching for inspired signal processing engineers to develop the next generation of sonar systems, bringing together ideas from the signal processing, physics-based modeling, Bayesian statistics and machine learning domains. When you are on our team, you will be a vital part of maintaining and building our country's technological edge, and that's a role that brings pride to our organization. The team at SSC cultivates, demonstrates and renews its domain expertise in underwater acoustics. We are driven to produce state-of-the-art signal processing, modeling, and tracking research which transition into products that improves our country's war-fighting capability. Successful members of the SSC team come from a variety of backgrounds, bringing their unique talents to bear on challenging problems. At SSC, we believe in developing our talent, collaborating throughout the company, and constantly seeking the next major breakthrough.",-1.0,Signal Systems Corporation,"Columbia, MD",-1,-1,-1,-1,-1,-1,0,0,65,93,79.0,Signal Systems Corporation,MD,-1,0,0,0,0,0,data scientist,na,1164
237,Data Scientist,$110K - $175K (Glassdoor est.),"About Lyra Health
Lyra is transforming mental health care through technology with a human touch to help people feel emotionally healthy at work and at home. We work with industry leaders, such as Morgan Stanley, Genentech, uber, Amgen, and other Fortune 500 companies, to improve access to effective, high-quality mental health care for their employees and their families. With our innovative digital care platform and elite provider network, 2 million people can receive the best care and feel better, faster. Founded by David Ebersman, former CFO of Facebook and Genentech, Lyra has raised more than $480 million.

About the Role",4.7,"Lyra Health
4.7","Burlingame, CA",201 to 500 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,0,110,175,142.5,Lyra Health,CA,5,0,0,0,0,0,data scientist,na,631
238,Data Scientist,$100K - $134K (Glassdoor est.),"ROLE: Data Scientist
# of Positions: 6
Experience: 10+ Years
Location: New Jersey/ NY, US
As Data Scientist, you shall build and deploy AI ML models into production with a focus on scaling, monitoring, and performance. Build effective AI models using stacking/ensemble techniques, and provide prediction explain ability and prescriptive capability in ML models.
Key Responsibilities:
Design data modelling processes to create algorithms and predictive models and perform custom analysis.",-1.0,"Amantya Technologies, Inc","Bedminster, NJ",-1,-1,-1,-1,-1,-1,0,0,100,134,117.0,"Amantya Technologies, Inc",NJ,-1,0,0,0,0,0,data scientist,na,487
